2018-07-06,p,"Izmir, İzmir, Turkey",38.4237,27.1428
2018-07-07,p,"Seferihisar, Düzce Mahallesi, 35460 Seferihisar/İzmir, Turkey",38.1951,26.8344
2018-07-08,p,"Phocaea, Foça/İzmir, Turkey",38.6704,26.7579
2018-07-09,p,"Ölüdeniz Belediyesi, Ölüdeniz Mahallesi, 48340 Fethiye/Muğla Province, Turkey",36.5704,29.1405
2018-07-12,p,"Mesudiye, Mesudiye Mahallesi, 48900 Datça/Muğla, Turkey",36.6894,27.5541
2018-07-14,p,"Atatürk Mh., Uğur Mumcu Sevgi Yolu, 35920 Selçuk/İzmir, Turkey",37.9484,27.3681
2018-07-14,p,"Bodrum, Muğla Province, Turkey",37.0344,27.4305
